LoanID,CustomerID,LoanType,Amount,InterestRate,TermMonths,DisbursementDate
LOAN001541,CUST000313,Personal,8251.19,8.7,48,14/12/2023
LOAN001542,CUST001567,Vehicle,351065.3,23.19,120,2022-05-04
LOAN001543,CUST002511,Vehicle,229164.81,8.65,120,2023-01-18
LOAN001544,CUST000251,Home,716855.06,16.28,180,12/09/2022
LOAN001545,CUST002674,Home,1199539.65,21.5,360,14/05/2025
LOAN001546,CUST000358,Personal,101420.69,11.37,24,2022-10-13
LOAN001547,CUST001702,Vehicle,96335.85,15.95,24,27/11/2022
LOAN001548,CUST001402,Home,1631308.12,20.82,360,05/03/2022
LOAN001549,CUST000853,Home,892609.66,11.85,120,2025-06-03
LOAN001550,CUST002957,Vehicle,210061.51,9.43,36,2024-10-15
LOAN001551,CUST000963,Personal,60363.71,21.81,24,2022-03-18
LOAN001552,CUST000843,Personal,105216.39,13.85,12,2025-03-17
LOAN001553,CUST001903,Home,1184036.58,7.9,120,23/11/2022
LOAN001554,CUST001580,Home,535644.76,15.16,120,2021-12-25
LOAN001555,CUST002077,Home,509603.31,15.81,240,2021-12-05
LOAN001556,CUST002304,Personal,140219.09,24.62,36,12/02/2025
LOAN001557,CUST001858,Vehicle,514345.06,11.84,60,2025-04-26
LOAN001558,CUST000692,Vehicle,250139.57,13.5,48,2023-08-11
LOAN001559,CUST002540,Personal,38189.02,11.09,60,21/08/2021
LOAN001560,CUST002292,Personal,28317.16,17.98,60,2025-08-25
LOAN001561,CUST002472,Vehicle,386523.75,13.73,36,2024-07-16
LOAN001562,CUST001285,Home,867482.94,22.05,240,24/04/2022
LOAN001563,CUST001317,Vehicle,304930.67,10.01,240,2025-03-09
LOAN001564,CUST000640,Personal,42384.99,24.52,240,19/06/2025
LOAN001565,CUST000284,Home,861397.33,16.24,120,10/07/2022
LOAN001566,CUST001540,Home,889304.81,15.35,240,2024-07-18
LOAN001567,CUST000587,Vehicle,198825.17,20.7,48,07/02/2023
LOAN001568,CUST002832,Personal,112721.04,12.89,12,2023-02-27
LOAN001569,CUST000989,Home,1508845.17,12.2,360,01/02/2024
LOAN001570,CUST001221,Personal,102573.52,7.72,120,06/09/2021
LOAN001571,CUST001099,Vehicle,467793.08,13.59,48,30/11/2022
LOAN001572,CUST002915,Personal,75730.38,23.54,60,2022-07-25
LOAN001573,CUST001387,Personal,115240.7,23.52,60,12/11/2022
LOAN001574,CUST000288,Vehicle,283455.99,13.55,60,16/10/2024
LOAN001575,CUST000332,Personal,105422.46,22.46,48,20/11/2023
LOAN001576,CUST000982,Vehicle,589783.9,14.82,60,2022-12-31
LOAN001577,CUST001285,Home,1386685.32,9.58,240,09/01/2022
LOAN001578,CUST001702,Personal,130224.7,24.62,36,2026-04-28
LOAN001579,CUST001529,Personal,42815.87,14.37,24,29/04/2024
LOAN001580,CUST001760,Personal,91051.54,23.22,120,11/12/2023
LOAN001581,CUST002375,Vehicle,475101.84,15.96,48,12/01/2026
LOAN001582,CUST001673,Vehicle,343883.24,20.37,60,2024-03-10
LOAN001583,CUST002569,Vehicle,260702.34,8.39,48,2022-10-08
LOAN001584,CUST002308,Home,1712322.83,20.23,240,25/08/2021
LOAN001585,CUST001154,Home,307351.46,14.55,360,2024-01-05
LOAN001586,CUST000371,Personal,75739.34,17.43,60,03/07/2023
LOAN001587,CUST001487,Personal,72670.18,19.11,60,2023-05-26
LOAN001588,CUST001693,Home,1639798.58,10.78,120,03/04/2024
LOAN001589,CUST001604,Home,1552742.67,18.29,240,05/02/2022
LOAN001590,CUST001221,Personal,116120.92,22.81,12,2022-09-01
LOAN001591,CUST000523,Personal,128996.02,12.87,24,2026-05-13
LOAN001592,CUST001331,Vehicle,593218.33,9.72,24,2023-07-10
LOAN001593,CUST000053,Home,437468.1,24.3,180,2022-09-16
LOAN001594,CUST002387,Vehicle,429751.53,13.23,120,21/05/2023
LOAN001595,CUST002723,Personal,100890.87,22.72,120,2024-05-02
LOAN001596,CUST001985,Personal,100099.88,21.34,48,2024-09-23
LOAN001597,CUST002667,Personal,97444.44,20.03,48,15/03/2023
LOAN001598,CUST001337,Home,425184.1,17.62,360,19/07/2025
LOAN001599,CUST002938,Home,641787.62,10.51,120,14/05/2026
LOAN001600,CUST002821,Personal,125727.43,10.94,120,2022-01-13
LOAN001601,CUST002824,Vehicle,464612.5,15.3,24,26/05/2022
LOAN001602,CUST002997,Home,466844.23,11.84,120,27/10/2025
LOAN001603,CUST000516,Home,1244263.15,19.7,120,23/12/2023
LOAN001604,CUST002051,Home,1743665.94,13.69,120,2022-10-18
LOAN001605,CUST000303,Vehicle,82068.42,13.21,120,05/04/2022
LOAN001606,CUST001008,Vehicle,219488.31,14.46,12,2024-08-06
LOAN001607,CUST002082,Home,1048787.89,23.2,180,2023-11-23
LOAN001608,CUST002325,Personal,106955.05,18.91,240,14/02/2025
LOAN001609,CUST000537,Vehicle,92322.93,17.29,240,09/05/2024
LOAN001610,CUST001049,Vehicle,523277.74,20.38,240,16/09/2022
LOAN001611,CUST000315,Home,1674938.98,20.06,360,2025-05-05
LOAN001612,CUST000140,Vehicle,405173.65,19.8,12,2022-10-21
LOAN001613,CUST002112,Vehicle,288145.11,10.76,48,2023-02-05
LOAN001614,CUST002422,Vehicle,487837.95,20.67,36,25/03/2023
LOAN001615,CUST002610,Personal,138933.96,15.5,24,22/04/2022
LOAN001616,CUST000141,Home,1617502.07,19.78,360,23/02/2023
LOAN001617,CUST000573,Vehicle,150622.32,8.01,120,2024-05-06
LOAN001618,CUST000647,Vehicle,365548.94,7.7,12,26/07/2023
LOAN001619,CUST000072,Home,1028637.63,10.97,180,05/08/2021
LOAN001620,CUST001482,Personal,47809.52,14.82,48,2024-12-17
LOAN001621,CUST001662,Home,1284818.86,18.97,240,12/04/2025
LOAN001622,CUST002004,Home,1726288.84,15.82,360,23/06/2025
LOAN001623,CUST001608,Home,1066005.35,11.87,120,2024-04-01
LOAN001624,CUST002252,Vehicle,220683.95,18.88,48,08/02/2023
LOAN001625,CUST002120,Vehicle,106040.69,24.35,36,09/10/2024
LOAN001626,CUST000560,Vehicle,251868.24,24.34,12,2023-02-24
LOAN001627,CUST002083,Home,1013274.34,23.07,360,2025-01-19
LOAN001628,CUST001204,Vehicle,87347.23,14.22,12,05/02/2024
LOAN001629,CUST000289,Vehicle,86757.97,23.44,12,2025-10-15
LOAN001630,CUST001608,Personal,70357.98,15.17,36,2026-06-13
LOAN001631,CUST002345,Vehicle,206886.03,11.54,48,2021-12-19
LOAN001632,CUST001303,Vehicle,135802.51,23.97,60,30/01/2022
LOAN001633,CUST001435,Home,672359.7,12.61,120,02/01/2025
LOAN001634,CUST000355,Vehicle,407734.53,24.32,12,2023-06-01
LOAN001635,CUST002367,Personal,114575.94,12.61,12,16/04/2025
LOAN001636,CUST002416,Personal,124725.28,8.13,60,2022-05-13
LOAN001637,CUST001918,Personal,40800.87,14.27,48,31/03/2025
LOAN001638,CUST002145,Personal,149092.95,17.54,120,20/05/2022
LOAN001639,CUST002653,Personal,134665.34,11.2,12,20/09/2023
LOAN001640,CUST002673,Vehicle,230902.23,10.88,120,2026-05-07
LOAN001641,CUST002722,Vehicle,439102.12,11.06,60,04/10/2021
LOAN001642,CUST000684,Vehicle,278577.2,22.77,60,27/08/2023
LOAN001643,CUST000481,Personal,55496.39,11.37,36,2022-05-28
LOAN001644,CUST001840,Personal,122842.66,14.56,48,08/07/2025
LOAN001645,CUST000137,Home,532211.86,22.72,180,2023-12-18
LOAN001646,CUST001794,Personal,81946.58,12.19,240,01/04/2025
LOAN001647,CUST000053,Vehicle,203878.09,11.14,240,2024-04-04
LOAN001648,CUST001091,Home,1200769.54,20.72,180,13/07/2023
LOAN001649,CUST000263,Vehicle,257633.91,10.79,48,10/01/2023
LOAN001650,CUST000389,Home,1004152.15,19.58,240,16/09/2023
LOAN001651,CUST002946,Home,905878.6,12.73,360,05/01/2023
LOAN001652,CUST001324,Vehicle,356558.69,9.93,240,06/02/2026
LOAN001653,CUST000461,Vehicle,582913.45,21.7,120,22/11/2024
LOAN001654,CUST001773,Personal,115475.15,15.79,120,2024-02-19
LOAN001655,CUST001175,Personal,83799.69,20.31,48,04/08/2024
LOAN001656,CUST002180,Personal,99106.36,7.66,240,2023-05-24
LOAN001657,CUST001062,Vehicle,526930.13,15.05,24,2024-10-06
LOAN001658,CUST001019,Personal,115113.31,23.54,12,06/04/2022
LOAN001659,CUST000847,Vehicle,185430.27,21.03,24,2024-02-21
LOAN001660,CUST001315,Personal,48594.73,15.37,36,28/07/2022
LOAN001661,CUST002173,Personal,50934.9,23.83,48,2024-08-02
LOAN001662,CUST000681,Home,1224657.14,24.23,180,2025-01-29
LOAN001663,CUST000659,Home,487172.89,19.95,360,14/02/2024
LOAN001664,CUST002963,Vehicle,210487.39,21.51,48,2022-10-20
LOAN001665,CUST001144,Vehicle,369384.8,15.67,120,04/11/2023
LOAN001666,CUST000776,Vehicle,376814.76,23.47,240,2026-03-04
LOAN001667,CUST002920,Personal,109966.08,24.26,240,2026-02-15
LOAN001668,CUST001605,Personal,79012.16,10.73,240,2025-02-09
LOAN001669,CUST001477,Vehicle,129292.44,12.28,60,04/10/2025
LOAN001670,CUST000351,Home,1216565.68,12.05,180,2022-03-26
LOAN001671,CUST000650,Personal,134128.34,16.29,24,23/02/2024
LOAN001672,CUST001264,Home,1435154.47,24.62,120,24/08/2025
LOAN001673,CUST002680,Home,1025274.96,9.92,360,2021-08-12
LOAN001674,CUST000708,Personal,118021.8,22.3,48,13/08/2023
LOAN001675,CUST001796,Vehicle,405055.55,14.23,36,2022-04-22
LOAN001676,CUST000726,Personal,7941.28,16.56,48,23/11/2021
LOAN001677,CUST000320,Home,1787706.39,14.4,180,2026-05-16
LOAN001678,CUST000646,Personal,128529.87,20.45,48,2023-02-06
LOAN001679,CUST001277,Vehicle,187892.06,18.09,48,28/06/2022
LOAN001680,CUST000982,Vehicle,408477.98,11.92,48,2024-12-24
LOAN001681,CUST000402,Vehicle,111752.8,14.25,120,2024-03-18
LOAN001682,CUST001487,Home,1974045.36,22.07,240,12/03/2023
LOAN001683,CUST002521,Personal,47065.12,23.4,48,12/11/2021
LOAN001684,CUST000427,Personal,28611.99,18.53,240,15/11/2023
LOAN001685,CUST001699,Vehicle,460179.45,20.51,240,2022-05-03
LOAN001686,CUST000073,Personal,130614.23,18.59,60,16/04/2023
LOAN001687,CUST002946,Home,870350.78,14.11,120,2024-04-25
LOAN001688,CUST002236,Home,1939486.5,16.97,360,05/09/2022
LOAN001689,CUST001764,Home,675443.08,13.58,120,2024-08-28
LOAN001690,CUST000799,Vehicle,482577.17,13.53,60,17/02/2026
LOAN001691,CUST002815,Personal,71832.68,15.57,12,2022-12-01
LOAN001692,CUST000105,Vehicle,206819.1,24.73,120,2025-08-08
LOAN001693,CUST000911,Home,460286.07,18.93,180,2025-11-01
LOAN001694,CUST001462,Home,733031.56,11.95,240,2024-06-10
LOAN001695,CUST001199,Personal,86621.48,20.62,24,2023-01-26
LOAN001696,CUST002249,Personal,5839.05,8.76,120,2024-08-21
LOAN001697,CUST000454,Personal,78806.6,22.2,24,20/07/2023
LOAN001698,CUST001762,Vehicle,162119.8,10.39,60,2022-10-26
LOAN001699,CUST001141,Home,1111285.01,20.55,180,2024-03-24
LOAN001700,CUST002819,Personal,133673.16,20.56,240,22/10/2024
LOAN001701,CUST000623,Personal,112571.02,21.22,48,2021-12-12
LOAN001702,CUST002782,Vehicle,233757.66,22.11,240,25/04/2022
LOAN001703,CUST001090,Vehicle,389984.58,10.19,60,27/02/2025
LOAN001704,CUST001683,Vehicle,592376.68,18.65,60,2022-12-11
LOAN001705,CUST002111,Home,1414113.13,13.06,120,2022-11-10
LOAN001706,CUST002707,Home,1581713.07,9.34,360,2022-01-25
LOAN001707,CUST000698,Home,512937.46,9.32,360,2025-06-27
LOAN001708,CUST002327,Home,737164.51,9.37,180,2024-06-15
LOAN001709,CUST000122,Home,1897413.92,10.99,120,02/05/2025
LOAN001710,CUST002171,Home,1455321.99,14.39,240,11/03/2023
LOAN001711,CUST001545,Personal,74435.11,23.95,48,13/05/2025
LOAN001712,CUST001925,Personal,36772.68,12.08,36,2024-06-24
LOAN001713,CUST002434,Personal,85957.69,11.17,60,2022-12-06
LOAN001714,CUST000020,Home,525689.86,12.83,240,2025-07-15
LOAN001715,CUST001979,Home,330964.73,24.45,240,07/11/2025
LOAN001716,CUST000211,Personal,105041.43,11.28,60,2024-11-08
LOAN001717,CUST000613,Home,1098796.63,12.05,240,2023-11-23
LOAN001718,CUST002498,Personal,54053.94,21.94,24,2022-05-24
LOAN001719,CUST000985,Vehicle,404541.6,17.93,36,2025-06-02
LOAN001720,CUST002201,Vehicle,101718.68,24.58,120,2026-06-07
LOAN001721,CUST001189,Personal,92012.77,19.76,24,2022-01-06
LOAN001722,CUST002949,Personal,17192.65,12.8,240,08/07/2025
LOAN001723,CUST001898,Home,642898.85,8.14,360,2022-04-15
LOAN001724,CUST001494,Vehicle,115283.11,21.82,36,18/05/2022
LOAN001725,CUST000386,Home,1907873.49,21.07,360,2025-11-13
LOAN001726,CUST000843,Vehicle,91043.23,23.31,48,27/02/2023
LOAN001727,CUST002126,Vehicle,130216.92,22.56,12,2025-12-22
LOAN001728,CUST001759,Home,1499794.85,18.37,240,27/10/2021
LOAN001729,CUST000427,Personal,9596.07,23.12,240,31/01/2024
LOAN001730,CUST002410,Vehicle,453832.63,9.26,60,24/09/2023
LOAN001731,CUST000288,Vehicle,208568.46,9.57,240,01/11/2024
LOAN001732,CUST001719,Vehicle,369084.48,15.32,120,2023-03-05
LOAN001733,CUST000274,Personal,60830.09,17.13,60,2024-01-11
LOAN001734,CUST002556,Vehicle,335082.89,18.66,60,21/02/2022
LOAN001735,CUST002559,Vehicle,430360.57,22.8,12,2024-04-27
LOAN001736,CUST002295,Vehicle,441758.0,21.04,120,04/06/2023
LOAN001737,CUST000879,Personal,72453.9,15.43,36,18/06/2023
LOAN001738,CUST000090,Personal,22976.9,16.08,48,2023-11-25
LOAN001739,CUST001110,Home,1718835.62,20.55,120,2023-02-06
LOAN001740,CUST001514,Personal,13570.93,14.64,48,2024-02-19
LOAN001741,CUST001280,Personal,117262.68,24.36,48,2024-03-05
LOAN001742,CUST002147,Home,1332354.17,20.39,360,2025-11-29
LOAN001743,CUST001252,Vehicle,251698.66,10.18,240,2025-09-16
LOAN001744,CUST002455,Vehicle,449814.47,10.1,60,07/04/2026
LOAN001745,CUST000799,Personal,120559.53,21.64,120,21/03/2026
LOAN001746,CUST001501,Vehicle,223446.83,16.35,120,31/08/2025
LOAN001747,CUST002732,Vehicle,583115.14,15.93,24,2025-01-24
LOAN001748,CUST002851,Personal,126728.6,9.99,120,2025-09-12
LOAN001749,CUST000799,Home,1142460.87,19.94,240,2024-04-28
LOAN001750,CUST001054,Vehicle,196687.58,8.57,12,2023-12-23
LOAN001751,CUST000824,Home,1648555.31,23.17,120,12/06/2025
LOAN001752,CUST000003,Vehicle,263103.76,15.12,48,2024-12-08
LOAN001753,CUST001799,Home,1501261.81,14.98,120,23/04/2024
LOAN001754,CUST001879,Personal,64513.05,10.24,120,2023-09-16
LOAN001755,CUST002947,Vehicle,407118.76,14.59,48,12/04/2023
LOAN001756,CUST000590,Personal,140273.77,20.35,12,09/09/2021
LOAN001757,CUST002354,Personal,142859.48,8.66,24,14/05/2023
LOAN001758,CUST001159,Home,1120236.77,14.18,120,10/11/2023
LOAN001759,CUST002541,Vehicle,434667.73,7.87,48,2024-11-11
LOAN001760,CUST001610,Home,1494992.33,23.34,180,2025-02-24
LOAN001761,CUST000384,Home,1360515.59,22.55,180,2022-08-14
LOAN001762,CUST001784,Vehicle,304619.01,14.56,48,26/04/2024
LOAN001763,CUST001138,Home,851347.12,10.23,180,2026-06-23
LOAN001764,CUST000917,Vehicle,224321.3,19.7,36,10/03/2026
LOAN001765,CUST000983,Personal,72622.46,24.48,12,2023-06-13
LOAN001766,CUST002286,Home,617544.55,20.68,360,12/06/2022
LOAN001767,CUST001292,Home,1714669.98,9.57,120,30/03/2025
LOAN001768,CUST000035,Personal,148970.98,13.84,48,2021-08-14
LOAN001769,CUST001094,Vehicle,287208.39,12.53,48,2023-09-28
LOAN001770,CUST002862,Personal,54832.56,17.0,240,26/02/2024
LOAN001771,CUST000617,Vehicle,371884.52,22.71,60,2021-08-05
LOAN001772,CUST002726,Home,359486.1,13.52,240,03/02/2023
LOAN001773,CUST001830,Personal,74972.45,19.59,240,11/01/2022
LOAN001774,CUST002409,Personal,130569.87,13.32,36,2023-05-19
LOAN001775,CUST001370,Personal,70879.65,16.72,36,2022-10-25
LOAN001776,CUST000459,Vehicle,300017.42,10.93,24,06/02/2026
LOAN001777,CUST001311,Home,974408.84,10.09,120,20/07/2024
LOAN001778,CUST001842,Home,1681093.35,8.18,240,2021-09-24
LOAN001779,CUST002952,Personal,20545.61,15.2,60,02/12/2022
LOAN001780,CUST001029,Personal,117287.11,11.78,120,03/12/2023
LOAN001781,CUST000490,Vehicle,416898.46,21.59,240,12/10/2021
LOAN001782,CUST002982,Vehicle,392766.43,7.75,12,2024-12-26
LOAN001783,CUST001351,Home,1670928.47,22.34,120,2022-10-23
LOAN001784,CUST000104,Vehicle,192647.8,13.41,120,2024-08-22
LOAN001785,CUST001389,Vehicle,455290.55,14.05,12,2026-05-06
LOAN001786,CUST002423,Home,1180962.47,17.77,360,2025-08-13
LOAN001787,CUST001700,Personal,117794.54,17.39,120,24/10/2025
LOAN001788,CUST001762,Personal,134007.71,24.25,36,16/02/2026
LOAN001789,CUST002319,Home,495078.14,16.61,240,2026-06-22
LOAN001790,CUST002548,Home,387676.7,16.36,240,04/09/2024
LOAN001791,CUST000706,Vehicle,391385.51,14.26,240,2023-12-24
LOAN001792,CUST001773,Personal,40480.26,13.93,120,23/11/2023
LOAN001793,CUST001452,Home,1781895.04,16.04,360,2025-11-14
LOAN001794,CUST000235,Personal,8291.44,12.78,240,04/04/2025
LOAN001795,CUST000591,Home,976490.53,22.74,360,15/07/2025
LOAN001796,CUST000095,Personal,120174.49,15.71,24,2021-10-02
LOAN001797,CUST001580,Home,1964275.89,11.93,360,2021-09-15
LOAN001798,CUST001488,Home,669869.34,16.03,240,18/12/2025
LOAN001799,CUST002065,Vehicle,86926.98,10.98,36,2022-04-27
LOAN001800,CUST002595,Home,361432.51,21.69,240,09/03/2025
LOAN001801,CUST002236,Personal,102922.69,23.65,60,2025-11-07
LOAN001802,CUST002512,Vehicle,279198.36,10.91,48,19/03/2022
LOAN001803,CUST001785,Vehicle,153877.27,19.48,48,2023-08-18
LOAN001804,CUST001395,Personal,65076.12,11.51,48,22/09/2025
LOAN001805,CUST001411,Personal,82201.38,24.3,240,03/11/2021
LOAN001806,CUST000550,Vehicle,97012.38,23.06,240,2024-09-13
LOAN001807,CUST001723,Personal,129829.58,9.76,12,14/11/2021
LOAN001808,CUST001096,Home,330141.2,15.41,240,17/01/2022
LOAN001809,CUST001155,Vehicle,537712.24,19.62,120,2024-03-29
LOAN001810,CUST000507,Personal,112732.71,21.89,120,28/05/2026
LOAN001811,CUST000205,Vehicle,525507.43,22.96,120,09/07/2022
LOAN001812,CUST002600,Vehicle,324761.03,9.86,120,2024-08-02
LOAN001813,CUST000007,Vehicle,533691.01,17.09,36,24/08/2021
LOAN001814,CUST000348,Personal,112543.49,18.68,12,07/09/2025
LOAN001815,CUST000772,Home,1635941.76,22.58,180,27/09/2025
LOAN001816,CUST000532,Personal,24321.32,9.83,60,2023-02-14
LOAN001817,CUST001868,Home,1137317.05,15.44,180,20/01/2025
LOAN001818,CUST000765,Home,381432.51,9.12,240,08/01/2026
LOAN001819,CUST000777,Vehicle,198182.63,16.74,48,14/06/2024
LOAN001820,CUST001220,Vehicle,512736.25,10.57,240,2026-03-18
LOAN001821,CUST002564,Vehicle,252237.33,19.54,120,2024-02-08
LOAN001822,CUST000230,Home,1645712.66,22.82,360,2026-03-12
LOAN001823,CUST002618,Vehicle,205500.46,8.45,120,20/07/2023
LOAN001824,CUST002426,Home,1748695.84,24.03,360,08/09/2025
LOAN001825,CUST000280,Vehicle,353176.38,16.54,240,10/11/2024
LOAN001826,CUST002352,Personal,109049.0,13.16,24,19/11/2021
LOAN001827,CUST000471,Vehicle,150235.27,19.89,12,16/08/2025
LOAN001828,CUST000212,Vehicle,408929.73,9.02,120,13/01/2024
LOAN001829,CUST002764,Home,1128606.71,10.92,360,24/02/2025
LOAN001830,CUST002782,Home,1931892.49,15.59,360,2021-12-23
LOAN001831,CUST000554,Vehicle,159924.48,7.85,240,2023-09-30
LOAN001832,CUST001671,Personal,119404.17,19.12,60,2022-12-03
LOAN001833,CUST000442,Home,445871.28,11.91,240,2022-07-18
LOAN001834,CUST002748,Vehicle,408882.59,24.74,240,2024-01-20
LOAN001835,CUST002109,Vehicle,217887.93,19.59,36,2022-06-01
LOAN001836,CUST002952,Home,596642.29,19.55,240,29/03/2025
LOAN001837,CUST000184,Home,1420691.02,24.03,180,08/09/2025
LOAN001838,CUST000262,Personal,71212.54,10.63,36,2021-07-31
LOAN001839,CUST001898,Home,1903112.64,13.99,360,29/11/2022
LOAN001840,CUST000533,Vehicle,210359.21,14.25,120,17/04/2023
LOAN001841,CUST000038,Vehicle,187544.85,12.71,12,31/03/2023
LOAN001842,CUST002579,Vehicle,554479.98,23.08,12,2024-05-12
LOAN001843,CUST002362,Vehicle,124376.31,17.88,120,28/12/2024
LOAN001844,CUST002475,Home,968162.09,20.78,360,08/05/2024
LOAN001845,CUST001882,Home,1735962.38,9.58,120,2023-11-05
LOAN001846,CUST000207,Home,926028.93,11.29,180,19/02/2022
LOAN001847,CUST002930,Personal,61094.32,10.01,36,04/01/2022
LOAN001848,CUST000848,Home,1536999.68,13.07,360,2025-02-26
LOAN001849,CUST000721,Home,1590759.74,16.59,360,2022-06-24
LOAN001850,CUST002974,Vehicle,517391.45,14.72,36,2024-06-22
LOAN001851,CUST002489,Personal,103580.38,11.06,120,26/04/2026
LOAN001852,CUST001808,Vehicle,378017.53,13.31,24,03/05/2025
LOAN001853,CUST000261,Home,1774730.43,18.45,240,12/06/2025
LOAN001854,CUST002671,Home,981527.26,14.35,120,20/08/2022
LOAN001855,CUST002781,Personal,108095.93,8.84,36,30/05/2023
LOAN001856,CUST002918,Personal,69573.31,22.24,240,2021-12-19
LOAN001857,CUST000801,Home,1152430.16,22.7,240,16/02/2025
LOAN001858,CUST001495,Vehicle,208096.33,23.7,48,12/10/2022
LOAN001859,CUST002229,Vehicle,389762.45,14.33,60,07/09/2025
LOAN001860,CUST001943,Home,868886.49,9.05,120,2024-09-22
LOAN001861,CUST000394,Vehicle,396671.72,13.17,60,2025-12-31
LOAN001862,CUST002849,Home,1416658.37,21.86,180,2022-07-04
LOAN001863,CUST001724,Personal,61708.76,7.84,36,2025-04-14
LOAN001864,CUST001474,Personal,68011.03,16.2,12,2022-03-21
LOAN001865,CUST000708,Vehicle,115047.18,19.69,36,29/10/2021
LOAN001866,CUST001938,Personal,109752.81,15.08,12,14/01/2025
LOAN001867,CUST001481,Home,566068.69,22.86,240,10/06/2022
LOAN001868,CUST000799,Vehicle,593926.15,7.6,48,2022-04-04
LOAN001869,CUST000965,Personal,84306.01,13.71,24,2023-02-13
LOAN001870,CUST002975,Vehicle,338883.55,23.05,36,05/09/2022
LOAN001871,CUST002156,Vehicle,570474.83,19.06,48,29/06/2022
LOAN001872,CUST002804,Home,1449009.91,10.13,360,2025-11-29
LOAN001873,CUST001448,Personal,114937.72,20.13,60,2022-06-09
LOAN001874,CUST001272,Vehicle,329695.2,21.75,48,06/01/2023
LOAN001875,CUST001311,Personal,113340.22,16.72,12,2024-12-30
LOAN001876,CUST001723,Personal,86491.74,15.96,240,13/11/2022
LOAN001877,CUST002177,Home,1039911.04,21.62,360,23/12/2023
LOAN001878,CUST001354,Home,952965.19,11.71,360,2024-05-30
LOAN001879,CUST001673,Personal,48550.55,24.45,60,2023-04-13
LOAN001880,CUST000698,Home,1763052.79,16.23,360,2024-09-21
LOAN001881,CUST001004,Home,671580.85,12.52,360,12/10/2023
LOAN001882,CUST001309,Personal,51854.19,23.3,12,2024-09-01
LOAN001883,CUST002628,Home,1577633.01,17.31,360,2025-08-28
LOAN001884,CUST000968,Vehicle,385499.06,24.49,48,30/09/2021
LOAN001885,CUST002379,Home,1205476.45,9.5,240,2025-09-02
LOAN001886,CUST001786,Home,1123971.97,13.85,360,19/06/2023
LOAN001887,CUST002073,Vehicle,314208.31,20.51,36,18/03/2024
LOAN001888,CUST002588,Vehicle,207264.95,18.15,240,08/08/2022
LOAN001889,CUST000265,Home,1647498.07,23.49,360,2025-01-07
LOAN001890,CUST001980,Vehicle,210506.67,12.33,48,10/04/2023
LOAN001891,CUST001865,Vehicle,343946.35,15.23,60,22/07/2025
LOAN001892,CUST002306,Personal,118890.23,21.99,60,25/06/2025
LOAN001893,CUST000520,Home,1307466.58,20.21,180,2022-08-02
LOAN001894,CUST001310,Vehicle,248317.42,12.49,12,2025-01-03
LOAN001895,CUST001322,Home,847543.6,20.19,120,2024-01-17
LOAN001896,CUST000515,Vehicle,176150.31,22.46,48,25/08/2025
LOAN001897,CUST001665,Personal,147197.96,13.35,12,2025-06-22
LOAN001898,CUST001286,Home,631073.46,23.73,360,2022-01-05
LOAN001899,CUST002884,Vehicle,341959.95,9.59,120,15/05/2025
LOAN001900,CUST002593,Personal,81175.35,15.69,36,2022-11-02
LOAN001901,CUST001014,Vehicle,321836.13,8.32,48,13/11/2023
LOAN001902,CUST001792,Home,1390084.55,22.21,180,20/09/2021
LOAN001903,CUST001335,Personal,87536.75,23.68,60,2022-02-18
LOAN001904,CUST000190,Personal,104487.1,15.22,120,2024-10-21
